raw,filtered,n_blinks
-1726479,2096.9382123670784,3
-1681867,-14432.834162972998,3
-1656545,958.1966896233337,3
-1703245,18253.193921272603,3
-1734325,1712.2002553008758,3
-1677963,-17203.003585416314,3
-1651323,111.29827185902096,3
-1700023,20825.15529907534,3
-1726653,5802.505281934947,3
-1671245,-12273.760800369062,3
-1658037,2246.292087303927,3
-1705105,16129.916156072995,3
-1734201,-3129.412676878459,3
-1673941,-20101.084183579427,3
-1647345,404.4675916848996,3
-1699957,21233.104959119537,3
-1732291,2939.184808020671,3
-1677587,-18439.575930155777,3
-1648245,-2000.6073854706735,3
-1698051,18285.497919680212,3
-1731067,1577.1448412364252,3
-1677343,-18724.999541766534,3
-1653603,-2712.5050005134863,3
-1695675,17006.953527379956,3
-1725263,2026.635755610166,3
-1672899,-16106.969545458704,3
-1638141,2230.101316938069,3
-1682111,26049.78117517402,3
-1699123,14997.831552340038,3
-1646447,-816.8673589059736,3
-1602729,18219.01633256378,3
-1636467,44151.500348928465,3
-1651775,36912.195350211165,3
-1606585,19925.294485701754,3
-1572205,29369.139828034655,3
-1631043,39027.862683176965,3
-1664581,12479.965570998125,3
-1613231,-16890.95789106454,3
-1595645,-9254.284401261644,3
-1653729,1224.1995974319016,3
-1685693,-22370.67390141885,3
-1639379,-45366.46511929095,4
-1614639,-30857.237567903678,4
-1671753,-13359.422918772929,4
-1700175,-30641.10979316316,4
-1658455,-49293.25876581106,4
-1628981,-31566.769686572916,4
-1685877,-10466.289508698814,4
-1713895,-25087.65044746431,4
-1665947,-42018.387785168954,4
-1635503,-21241.925399035386,4
-1694851,2557.5092934600225,4
-1724547,-12373.454583713992,4
-1674505,-31519.689412990185,4
-1655895,-14464.074582288056,4
-1712701,4665.342569941091,4
-1749791,-12839.441468760155,4
-1701951,-33355.83626963275,4
-1676811,-16690.60989590924,4
-1727229,5740.934899681526,4
-1759757,-5760.093328154035,4
-1710787,-21012.945846281746,4
-1685119,-2291.5018369043332,4
-1736123,18639.959876183082,4
-1769839,3506.4429077621007,4
-1715135,-14048.128935549797,4
-1690355,5586.172016192021,4
-1737005,28325.05427752936,4
-1762715,14979.229999212423,4
-1711465,-1773.0319166524096,4
-1680397,16689.434515151668,4
-1731675,37925.30559441078,4
-1756339,22411.498047549405,4
-1708205,2079.6559312560585,4
-1670665,17485.5596195951,4
-1722827,38146.66970505069,4
-1755349,21813.71489488534,4
-1699613,-540.5569703864727,4
-1669231,13555.843072377294,4
-1723423,31378.61650933625,4
-1749981,12690.213163484526,4
-1695269,-7860.948266188273,4
-1667503,8555.221133822166,4
-1718373,26631.29077858814,4
-1744571,7907.708852249569,4
-1690483,-12434.350661735287,4
-1659745,4780.467387388214,4
-1710035,24805.85989313665,4
-1741239,6650.143090524816,4
-1686331,-15835.665702581437,4
-1655253,-371.55338351401633,4
-1708973,19500.952877003056,4
-1741463,1162.6875866640069,4
-1688459,-21931.428117020507,4
-1659493,-7381.093606516798,4
-1706501,12941.510444075517,4
-1733415,-1218.7882544473898,4
-1684025,-19424.100111382973,4
-1649667,-2765.9782915262394,4
-1700627,17685.52459397576,4
-1732497,1130.7465487095403,4
-1679917,-20431.472280298236,4
-1648945,-4853.431870411766,4
-1705817,14716.206540435314,4
-1737527,-3951.78537350279,4
-1678475,-25381.843754331087,4
-1647823,-6592.688909608505,4
-1701013,16302.598062228844,4
-1726371,1062.6373010278398,4
-1680843,-19112.639776366108,4
-1648125,-4264.229682765945,4
-1694949,15648.355714046495,4
-1736451,-542.1451155987424,4
-1683297,-23307.757549089583,4
-1651569,-8541.476389187279,4
-1703347,12895.822711907047,4
-1733949,-2422.8435217330552,4
-1677965,-21670.72189851165,4
-1649579,-3172.9684457432368,4
-1701085,18647.1264389821,4
-1735663,1388.2669830467385,4
-1683915,-21537.758829614977,4
-1654089,-6707.66451453813,4
-1703261,14835.915720326955,4
-1729521,1730.4936741843155,4
-1679117,-15839.405298672098,4
-1648797,783.3625488799305,4
-1704943,19530.215193169144,4
-1734467,1332.115506033877,4
-1677429,-18839.291949304505,4
-1644101,238.6984055282872,4
-1699149,22634.43805321122,4
-1727817,6004.643464687864,4
-1678805,-15426.96566823955,4
-1646581,-179.93332207187615,4
-1694813,19945.725738812198,4
-1722337,4981.08374520988,4
-1680147,-15180.0649505014,4
-1636961,449.3099199307159,4
-1688173,23031.43585464009,4
-1705835,10803.014073091146,4
-1644193,-4299.09686909335,4
-1602157,19031.090100092715,4
-1644123,46220.44891991289,4
-1663357,34344.549804752154,4
-1613403,13447.154448526444,4
-1584693,23201.187390629333,4
-1633519,35451.57982662806,4
-1659339,14413.547663300167,4
-1621963,-11169.338030763756,4
-1592749,-4780.339615751761,4
-1646131,6652.376130437561,4
-1686929,-14962.966119901503,4
-1640571,-40751.98918590986,5
-1609337,-28731.396169987136,5
-1662881,-8958.499959891113,5
-1697693,-24263.27153228165,5
-1653117,-44834.482184719454,5
-1627235,-29868.41083971711,5
-1675451,-9176.691687730949,5
-1711687,-22967.556647614343,5
-1666107,-41944.20154697864,5
-1634203,-24527.66512732797,5
-1686429,-276.8822288698482,5
-1724611,-13131.913073286414,5
-1681739,-34633.37461270716,5
-1651129,-20521.76493112599,5
-1698579,2913.613502451824,5
-1734593,-7023.943599383666,5
-1688525,-24571.95491419251,5
-1659623,-8782.035589578445,5
-1709439,12903.871248272631,5
-1749747,-913.9149342497735,5
-1709547,-22904.20119302562,5
-1662705,-7715.571803817933,5
-1727579,17019.07385186581,5
-1762867,2830.023151144256,5
-1711187,-18902.25778097671,5
-1680271,-1517.8336903075224,5
-1724933,23280.70208172461,5
-1767189,10518.38789351968,5
-1708323,-9605.100389028024,5
-1686335,6756.937453043349,5
-1734873,27347.34390933035,5
-1760567,12029.156251562112,5
-1709329,-5906.115666325737,5
-1680173,11935.257370410485,5
-1727607,33287.123746137695,5
-1760189,17818.694219355308,5
-1704289,-3086.5953218174063,5
-1673233,12398.945593298648,5
-1718951,33633.14926385638,5
-1746919,19764.344860835365,5
-1704683,-1111.7088954490137,5
-1665235,10856.3528426227,5
-1710409,29952.88149381584,5
-1741617,15789.702261558296,5
-1696779,-5509.810210437942,5
-1662959,6507.115889910951,5
-1708993,24511.982714798785,5
-1740991,8015.768874315649,5
-1686933,-13305.597620404867,5
-1659723,1592.7934792963133,5
-1704623,21534.224414246473,5
-1741621,4545.905651924135,5
-1692533,-19853.176855930793,5
-1653381,-6963.8129650874525,5
-1708189,14937.48841162199,5
-1741905,-28.76100842428889,5
-1685457,-21685.641620751743,5
-1648525,-5058.598939715147,5
-1697363,18383.298443008414,5
-1734901,3634.6901803996093,5
-1678843,-18249.863530817005,5
-1648947,-3308.204449279403,5
-1696427,16825.904022507904,5
-1730967,-4.277493847208348,5
-1679051,-21593.75618058901,5
-1649215,-5889.118540640328,5
-1695571,15391.33842629002,5
-1738779,-1868.665636779214,5
-1684999,-26821.40091625833,5
-1648647,-11900.982017116481,5
-1694203,13837.97142423025,5
-1726269,3205.211295369537,5
-1682467,-17722.24906030026,5
-1646533,-5358.47736894274,5
-1692893,15445.48718761314,5
-1727989,2322.872892987772,5
-1675731,-17992.08382380905,5
-1645727,-3406.206607805811,5
-1697659,16344.184534690226,5
-1728667,66.7106864910208,5
-1673943,-20058.59529883819,5
-1642765,-2789.3557690465536,5
-1691179,19314.28249164679,5
-1734537,2601.387013416929,5
-1681967,-22085.129131377835,5
-1646007,-8311.117148779447,5
-1697807,14195.387210243676,5
-1731711,-91.4384740889567,5
-1679031,-20413.95169132415,5
-1647053,-3599.553689908381,5
-1699905,17710.408815714873,5
-1733173,602.7512247059608,5
-1676179,-20602.18855379907,5
-1642991,-1810.2690771537154,5
-1699613,21471.519092555216,5
-1732729,3863.830770883421,5
-1681817,-20200.935121009512,5
-1638797,-3684.9678753728485,5
-1689519,22379.26313155472,5
-1726767,9629.503057110029,5
-1681595,-14416.415062814449,5
-1645614,-3340.750713932819,5
-1690490,17288.687398243037,5
-1724444,4390.125127684077,5
-1688082,-17573.90545400049,5
-1650200,-6570.624534306005,5
-1695602,13825.934804461316,5
-1730694,960.9190867418984,5
-1683996,-20109.13630387302,5
-1650862,-6069.223863040102,5
-1697422,16274.080549390901,5
-1728674,3815.9613126774834,5
-1679876,-16474.153568391648,5
-1646654,-2296.6345352403596,5
-1696768,18805.412983312275,5
-1735862,3757.6937132546996,5
-1683742,-19150.837560805037,5
-1644600,-4773.6806237029095,5
-1687848,19700.72099543346,5
-1734692,7474.169475753461,5
-1680590,-15393.064546543206,5
-1646104,-2232.532610900278,5
-1695542,18638.99191518903,5
-1729040,2947.381121616125,5
-1684240,-19010.782710635154,5
-1647600,-3850.073608481035,5
-1696264,18637.34630553831,5
-1734316,3058.8734789568675,5
-1684504,-21195.82503883623,5
-1649106,-6877.76103514365,5
-1696946,17558.99446602509,5
-1730100,5462.036142575613,5
-1680032,-16018.163865685168,5
-1645890,-2372.505759311613,5
-1695628,19167.642733604356,5
-1727878,5741.936400535016,5
-1681222,-15325.157638307393,5
-1650354,-3054.719341029864,5
-1694982,15891.97528544879,5
-1728432,2329.181186488013,5
-1684660,-17285.794903739068,5
-1645730,-2893.3017356082446,5
-1696498,17954.17306100882,5
-1728070,3200.0841117057394,5
-1680852,-17831.349103731274,5
-1651466,-3378.109930668856,5
-1695984,17093.85058340736,5
-1731052,2255.955845476895,5
-1674854,-18025.381446299318,5
-1640838,-551.8642703740273,5
-1691150,23251.96443933946,5
-1729802,7581.284488355367,5
-1679590,-17419.428549992346,5
-1638728,-4300.517305221765,5
-1683620,20163.95383020984,5
-1726848,8182.498179968383,5
-1682010,-16009.17668710035,5
-1639692,-5064.337226969998,5
-1690958,16289.088865483962,5
-1729874,1381.2497938426707,5
-1680096,-21723.891894576085,5
-1639840,-5919.446566928464,5
-1671020,22064.754468610536,5
-1704760,15489.500439513842,5
-1646712,-1710.4387758468374,5
-1604884,15834.564518345818,5
-1640282,42346.775794084984,5
-1666778,32427.6175337858,5
-1609608,12001.21605591236,5
-1582860,22900.68594252279,5
-1629886,37427.05412951891,5
-1665560,16047.970904974973,5
-1622900,-12813.148785889822,5
-1597864,-8692.86552521012,5
-1649966,2698.756859634088,5
-1697292,-18556.876036717626,5
-1651470,-45044.40615027594,6
-1627064,-35199.40948554938,6
-1672890,-16755.22474385439,6
-1723684,-32235.912569560744,6
-1682176,-55184.03746691211,6
-1649790,-41211.56313606787,6
-1696390,-16412.739136080065,6
-1737784,-26429.544699950835,6
-1699210,-45995.92458045685,6
-1658726,-28931.00065305247,6
-1705274,281.31624430891134,6
-1750316,-7679.187481330686,6
-1706770,-29739.43896538183,6
-1672892,-16534.519627726135,6
-1719602,9363.152666622304,6
-1764102,334.9917621421723,6
-1716384,-20542.061579352587,6
-1676198,-5606.684288033253,6
-1717558,22386.24506569086,6
-1757780,16185.447030328181,6
-1715224,-3273.0584436481104,6
-1677676,8426.233047757652,6
-1719522,29928.892351560084,6
-1754326,19162.89309604883,6
-1699800,1567.257217852623,6
-1670490,18121.65644120558,6
-1708364,40085.8032337069,6
-1744652,25896.255445706873,6
-1700668,2255.890531951391,6
-1651002,14750.596523902404,6
-1702916,38667.980270075015,6
-1747878,23218.037920518887,6
-1698590,-6175.071186930936,6
-1658992,2300.6482022790487,6
-1702742,24416.865760989127,6
-1736102,13076.348963023773,6
-1686892,-7388.200619510723,6
-1648786,6168.821673434738,6
-1695394,26730.08187960761,6
-1738364,9510.008522116965,6
-1684316,-16567.10864122298,6
-1653834,-4643.194351214865,6
-1692488,17443.331850060702,6
-1737716,3435.181595060841,6
-1689798,-21554.676028749345,6
-1647268,-9803.582653488165,6
-1692864,14713.984471447602,6
-1731564,3321.8511301810468,6
-1679408,-18962.144029565545,6
-1646692,-6005.817409834639,6
-1693648,15104.67395792736,6
-1731794,111.52783440879841,6
-1683144,-23034.261426236626,6
-1647096,-9704.918935977174,6
-1692122,13079.20840835792,6
-1732950,-17.25509687923725,6
-1678592,-21800.435306351083,6
-1636290,-5439.322959778492,6
-1695226,18649.69765373981,6
-1727976,2478.1445746431395,6
-1682814,-22222.163171705874,6
-1641832,-8237.76068693549,6
-1689770,15680.029130488749,6
-1719226,4307.402122472079,6
-1683504,-17116.50238910731,6
-1641556,-5413.18789153794,6
-1687594,16038.678438208959,6
-1727354,2949.074314123653,6
-1680720,-20423.492958089846,6
-1638854,-7004.021629886163,6
-1686858,17730.645239825655,6
-1728318,5133.154639572395,6
-1685034,-20273.89078469649,6
-1638364,-8848.583853067268,6
-1694214,15001.626461918884,6
-1727762,2465.9200898198146,6
-1680106,-19644.7697354499,6
-1651356,-6759.491800184571,6
-1693952,13578.608917042811,6
-1729176,422.15634599683074,6
-1684298,-19780.139888289486,6
-1650246,-5908.965079785024,6
-1693234,16152.52430785113,6
-1731208,3688.090843371894,6
-1688882,-18619.208671918674,6
-1648430,-6326.153343961946,6
-1697738,16344.515952825173,6
-1734750,3826.0610068994392,6
-1691168,-18979.839813749833,6
-1647860,-5852.464673878087,6
-1690760,19256.394902212804,6
-1734084,8837.50973969025,6
-1682798,-13592.976693955901,6
-1635910,989.8747059265318,6
-1698778,24555.95742809929,6
-1731738,7497.933285254801,6
-1681530,-17626.218905911366,6
-1642304,-2360.8036109056397,6
-1688298,22433.26927329095,6
-1728050,9146.998763566273,6
-1685858,-15843.872967486965,6
-1641820,-4595.940293695876,6
-1679516,20433.77314652626,6
-1728126,10077.5031087165,6
-1680964,-15003.493929615785,6
-1643490,-5356.013486300572,6
-1683274,17642.787519138637,6
-1729824,5515.688241332313,6
-1684748,-19869.892218202556,6
-1647018,-10038.992234556092,6
-1691416,12967.38773270208,6
-1730618,1767.3381088960878,6
-1685734,-20866.938836930727,6
-1639794,-7668.748645186746,6
-1689774,17619.561759515353,6
-1734964,5190.281866996116,6
-1686412,-20468.78985388726,6
-1646068,-9099.412370963108,6
-1689832,15231.53930080788,6
-1731904,4395.210189775906,6
-1690078,-18683.441873114243,6
-1649316,-7475.789461079766,6
-1691966,15463.53599409719,6
-1735642,3479.3233060436887,6
-1686236,-19366.50819936001,6
-1646756,-5212.119679029627,6
-1686704,20952.750258697914,6
-1727940,10508.222887927157,6
-1686948,-14040.728309857492,6
-1645558,-4486.102381842837,6
-1686122,19119.39584558585,6
-1726294,9500.927166988715,6
-1685892,-13910.286027272512,6
-1647882,-5246.899356141684,6
-1688316,16149.101599137617,6
-1720942,7016.453882318459,6
-1682858,-12935.872114450856,6
-1648978,-3272.8789258133056,6
-1690516,15342.013523103107,6
-1728900,2704.080421014284,6
-1686050,-18978.970259718895,6
-1651354,-7802.270452103192,6
-1691632,13660.033817242696,6
-1728210,3163.2463112693713,6
-1682078,-16516.166590892044,6
-1646558,-3437.7370762309674,6
-1686814,18663.184308109834,6
-1723146,7471.170987618256,6
-1679496,-13503.77004101633,6
-1635618,-535.3461193569832,6
-1665316,25445.623627451427,6
-1693468,20996.38425125531,6
-1640200,6221.347205698305,6
-1595528,22643.11461561833,6
-1618256,48639.76236749946,6
-1665518,38627.20770582058,6
-1620300,10720.216352517285,6
-1577442,14026.129614436313,6
-1618324,31614.417863885436,6
-1671042,14089.233956674074,6
-1631594,-19261.875926277997,6
-1592914,-17437.653134585544,6
-1644592,-85.29118750753423,6
-1688070,-16004.26371651382,6
-1640388,-41442.24772319048,7
-1611636,-30327.82715559732,7
-1657870,-9011.098920171713,7
-1703850,-22746.172116400314,7
-1663812,-46897.396858900574,7
-1626952,-35436.125002881534,7
-1672568,-10950.943466730085,7
-1720426,-20526.501652312767,7
-1682552,-42863.52187786023,7
-1647028,-31327.09173046973,7
-1694028,-7426.535288343857,7
-1737402,-16889.62086969135,7
-1702474,-37787.46772473991,7
-1669488,-25361.35552508308,7
-1714224,-1285.6394253258359,7
-1751758,-9175.577413012154,7
-1715802,-27567.254523300362,7
-1676154,-12783.458981791511,7
-1720768,13876.773302147032,7
-1764662,6158.455697819603,7
-1714060,-13815.790620993526,7
-1681796,538.3086081100632,7
-1723060,25523.244186225806,7
-1760852,16881.110316059665,7
-1720236,-2960.1234637804714,7
-1683286,8391.255434286884,7
-1720612,30296.415736528157,7
-1759088,20992.266972217654,7
-1714086,1697.44701242671,7
-1674496,14792.74483801713,7
-1711928,37644.66970546269,7
-1756290,25308.219394426902,7
-1708378,794.7215196698307,7
-1664360,12270.982568322104,7
-1705238,36819.42020708482,7
-1747648,24773.82718976601,7
-1705978,-2201.0270809613576,7
-1658226,6060.9508527840535,7
-1700344,29683.07971081766,7
-1740966,18829.224814485413,7
-1701702,-7282.482744473542,7
-1656300,35.647346472904474,7
-1693710,22665.197818653603,7
-1727532,14309.758232632821,7
-1694350,-8198.071673409617,7
-1650800,-1155.3147100645429,7
-1693100,18092.201468124556,7
-1734254,5300.052131753003,7
-1687562,-18874.193943075767,7
-1657778,-9678.430903778286,7
-1692226,10997.636645103521,7
-1734958,-65.07355443508254,7
